station_identifier,date,observation_type,observation_value
BE000006447,18640717,TMAX,24.0
BE000006447,18640717,TMIN,9.6
AGE00135039,18640717,PRCP,0.0
USC00047738,18640717,PRCP,0.0
ASN00026020,18640717,PRCP,0.0
NLM00006235,18640717,PRCP,0.6
GME00125218,18640717,TMAX,21.9
GME00125218,18640717,TMIN,12.3
GME00125218,18640717,PRCP,0.0
GME00125218,18640717,SNWD,0.0
NLE00100499,18640717,PRCP,0.0
EZE00100082,18640717,TMAX,26.1
EZE00100082,18640717,TMIN,13.1
EZE00100082,18640717,PRCP,0.0
ITE00100554,18640717,TMAX,32.9
ITE00100554,18640717,TMIN,20.3
ITE00100554,18640717,PRCP,1.1
USC00361920,18640717,PRCP,0.0
ASN00056002,18640717,PRCP,0.0
ASN00066062,18640717,TMAX,15.1
ASN00066062,18640717,TMIN,4.4
ASN00066062,18640717,PRCP,0.0
ASN00023000,18640717,PRCP,0.0
ASN00072001,18640717,PRCP,0.0
SW000010537,18640717,PRCP,0.0
AU000005901,18640717,TMAX,29.4
AU000005901,18640717,TMIN,18.3
GM000004204,18640717,TMAX,24.5
GM000004204,18640717,TMIN,9.6
GM000004204,18640717,PRCP,0.2
UK000047811,18640717,TMAX,20.1
UK000047811,18640717,TMIN,10.3
UK000047811,18640717,PRCP,0.0
HR000142360,18640717,PRCP,0.4
ASN00084016,18640717,PRCP,43.2
ITE00100553,18640717,PRCP,0.0
ITE00100552,18640717,PRCP,0.0
ITE00105250,18640717,PRCP,0.0
ASN00090015,18640717,TMAX,13.3
ASN00090015,18640717,TMIN,7.2
UK000056225,18640717,TMAX,24.4
UK000056225,18640717,TMIN,10.8
UK000056225,18640717,PRCP,0.0
ASN00026026,18640717,PRCP,0.0
ASN00089049,18640717,PRCP,0.0
SZ000006717,18640717,TMAX,13.2
SZ000006717,18640717,TMIN,7.0
ITE00100550,18640718,TMAX,30.8
ITE00100550,18640718,TMIN,17.8
ITE00100550,18640718,PRCP,0.0
USC00064757,18640718,PRCP,0.0
SF000208660,18640718,PRCP,0.0
ASN00089000,18640718,PRCP,0.0
SWE00100003,18640718,PRCP,0.0
ASN00086071,18640718,TMAX,10.1
ASN00086071,18640718,TMIN,8.8
ASN00086071,18640718,PRCP,32.3
USP00CA0003,18640718,PRCP,0.0
USC00189674,18640718,PRCP,0.0
CA006158350,18640718,TMAX,29.4
CA006158350,18640718,TMIN,18.3
CA006158350,18640718,PRCP,0.0
CA006158350,18640718,SNOW,0.0
HRE00105189,18640718,PRCP,0.0
ASN00067054,18640718,PRCP,0.0
ASN00081003,18640718,PRCP,0.0
ASN00078037,18640718,PRCP,0.0
ASN00070037,18640718,PRCP,0.3
EIE00101859,18640718,TMAX,24.4
EIE00101859,18640718,TMIN,11.7
EIE00101859,18640718,PRCP,0.0
ASN00040214,18640718,PRCP,0.0
BE000006447,18640718,TMAX,22.7
BE000006447,18640718,TMIN,11.2
AGE00135039,18640718,TMAX,27.5
AGE00135039,18640718,TMIN,24.5
AGE00135039,18640718,PRCP,0.0
USC00047738,18640718,PRCP,0.0
ASN00026020,18640718,PRCP,1.3
NLM00006235,18640718,PRCP,0.0
GME00125218,18640718,TMAX,18.5
GME00125218,18640718,TMIN,11.9
GME00125218,18640718,PRCP,5.7
GME00125218,18640718,SNWD,0.0
NLE00100499,18640718,PRCP,0.6
EZE00100082,18640718,TMAX,24.1
EZE00100082,18640718,TMIN,14.7
EZE00100082,18640718,PRCP,0.0
ITE00100554,18640718,TMAX,30.8
ITE00100554,18640718,TMIN,17.6
ITE00100554,18640718,PRCP,2.6
USC00361920,18640718,PRCP,0.0
ASN00056002,18640718,PRCP,0.0
ASN00066062,18640718,TMAX,17.2
ASN00066062,18640718,TMIN,5.9
ASN00066062,18640718,PRCP,0.0
ASN00023000,18640718,PRCP,8.1
ASN00072001,18640718,PRCP,11.4
SW000010537,18640718,PRCP,0.0
AU000005901,18640718,TMAX,26.9
AU000005901,18640718,TMIN,16.3
GM000004204,18640718,TMAX,22.8
GM000004204,18640718,TMIN,9.4
GM000004204,18640718,PRCP,0.1
UK000047811,18640718,TMAX,19.6
UK000047811,18640718,TMIN,10.4
UK000047811,18640718,PRCP,0.0
HR000142360,18640718,PRCP,0.0
GM000010962,18640718,PRCP,14.6
ASN00084016,18640718,PRCP,6.4
ITE00100553,18640718,PRCP,4.0
ITE00100552,18640718,PRCP,0.0
ITE00105250,18640718,PRCP,0.0
ASN00090015,18640718,TMAX,12.2
ASN00090015,18640718,TMIN,6.7
UK000056225,18640718,TMAX,27.8
UK000056225,18640718,TMIN,15.3
UK000056225,18640718,PRCP,0.0
ASN00026026,18640718,PRCP,1.5
ASN00089049,18640718,PRCP,0.0
SZ000006717,18640718,TMAX,11.1
SZ000006717,18640718,TMIN,2.9
ITE00100550,18640719,TMAX,29.8
ITE00100550,18640719,TMIN,18.0
ITE00100550,18640719,PRCP,0.0
USC00064757,18640719,PRCP,0.0
SF000208660,18640719,PRCP,0.0
ASN00089000,18640719,PRCP,8.6
SWE00100003,18640719,PRCP,1.0
ASN00086071,18640719,TMAX,12.1
ASN00086071,18640719,TMIN,7.7
ASN00086071,18640719,PRCP,14.5
USP00CA0003,18640719,PRCP,0.0
USC00189674,18640719,PRCP,0.0
CA006158350,18640719,TMAX,30.6
CA006158350,18640719,TMIN,18.9
CA006158350,18640719,PRCP,0.0
CA006158350,18640719,SNOW,0.0
HRE00105189,18640719,PRCP,2.4
ASN00067054,18640719,PRCP,0.0
ASN00081003,18640719,PRCP,0.0
ASN00078037,18640719,PRCP,0.0
ASN00070037,18640719,PRCP,0.0
EIE00101859,18640719,TMAX,23.9
EIE00101859,18640719,TMIN,10.6
EIE00101859,18640719,PRCP,0.0
ASN00040214,18640719,PRCP,0.0
BE000006447,18640719,TMAX,23.0
BE000006447,18640719,TMIN,12.4
AGE00135039,18640719,TMAX,27.5
AGE00135039,18640719,TMIN,22.0
AGE00135039,18640719,PRCP,0.0
USC00047738,18640719,PRCP,0.0
USC00047738,18640719,WT01,0.1
ASN00026020,18640719,PRCP,24.6
NLM00006235,18640719,PRCP,0.0
GME00125218,18640719,TMAX,16.6
GME00125218,18640719,TMIN,14.4
GME00125218,18640719,PRCP,0.7
GME00125218,18640719,SNWD,0.0
NLE00100499,18640719,PRCP,0.0
EZE00100082,18640719,TMAX,18.7
EZE00100082,18640719,TMIN,14.2
EZE00100082,18640719,PRCP,4.0
ITE00100554,18640719,TMAX,30.7
ITE00100554,18640719,TMIN,19.1
ITE00100554,18640719,PRCP,0.0
USC00361920,18640719,PRCP,0.0
ASN00056002,18640719,PRCP,0.0
ASN00066062,18640719,TMAX,13.4
ASN00066062,18640719,TMIN,7.4
ASN00066062,18640719,PRCP,0.0
ASN00023000,18640719,PRCP,0.8
ASN00072001,18640719,PRCP,21.3
SW000010537,18640719,PRCP,0.0
AU000005901,18640719,TMAX,22.1
AU000005901,18640719,TMIN,14.1
GM000004204,18640719,TMAX,18.4
GM000004204,18640719,TMIN,13.9
GM000004204,18640719,PRCP,1.6
UK000047811,18640719,TMAX,21.0
UK000047811,18640719,TMIN,10.9
UK000047811,18640719,PRCP,0.0
HR000142360,18640719,PRCP,12.3
ASN00084016,18640719,PRCP,3.0
ITE00100553,18640719,PRCP,0.0
ITE00100552,18640719,PRCP,0.0
ITE00105250,18640719,PRCP,0.0
ASN00090015,18640719,TMAX,13.3
ASN00090015,18640719,TMIN,8.9
UK000056225,18640719,TMAX,27.4
UK000056225,18640719,TMIN,12.4
UK000056225,18640719,PRCP,0.0
ASN00026026,18640719,PRCP,4.1
ASN00089049,18640719,PRCP,1.8
SZ000006717,18640719,TMAX,5.2
SZ000006717,18640719,TMIN,2.1
ITE00100550,18640720,TMAX,31.5
ITE00100550,18640720,TMIN,18.1
ITE00100550,18640720,PRCP,0.0
USC00064757,18640720,PRCP,0.0
SF000208660,18640720,PRCP,0.0
ASN00089000,18640720,PRCP,0.0
SWE00100003,18640720,PRCP,0.0
ASN00086071,18640720,TMAX,13.3
ASN00086071,18640720,TMIN,7.2
ASN00086071,18640720,PRCP,0.0
USP00CA0003,18640720,PRCP,0.0
USC00189674,18640720,PRCP,0.0
CA006158350,18640720,TMAX,31.1
CA006158350,18640720,TMIN,17.8
CA006158350,18640720,PRCP,0.0
CA006158350,18640720,SNOW,0.0
HRE00105189,18640720,PRCP,0.0
ASN00067054,18640720,PRCP,0.0
ASN00081003,18640720,PRCP,4.1
ASN00078037,18640720,PRCP,0.0
ASN00070037,18640720,PRCP,0.0
EIE00101859,18640720,TMAX,23.3
EIE00101859,18640720,TMIN,10.0
EIE00101859,18640720,PRCP,0.0
ASN00040214,18640720,PRCP,0.0
BE000006447,18640720,TMAX,25.5
BE000006447,18640720,TMIN,12.5
AGE00135039,18640720,TMAX,27.5
AGE00135039,18640720,TMIN,25.0
AGE00135039,18640720,PRCP,0.0
USC00047738,18640720,PRCP,0.0
ASN00026020,18640720,PRCP,6.4
NLM00006235,18640720,PRCP,0.0
GME00125218,18640720,TMAX,18.4
GME00125218,18640720,TMIN,13.6
GME00125218,18640720,PRCP,0.9
GME00125218,18640720,SNWD,0.0
NLE00100499,18640720,PRCP,0.0
EZE00100082,18640720,TMAX,18.3
EZE00100082,18640720,TMIN,14.2
EZE00100082,18640720,PRCP,0.1
ITE00100554,18640720,TMAX,31.7
ITE00100554,18640720,TMIN,18.9
ITE00100554,18640720,PRCP,0.0
USC00361920,18640720,PRCP,38.1
ASN00056002,18640720,PRCP,0.0
ASN00066062,18640720,TMAX,14.9
ASN00066062,18640720,TMIN,5.2
ASN00066062,18640720,PRCP,0.0
ASN00023000,18640720,PRCP,1.3
ASN00072001,18640720,PRCP,4.6
SW000010537,18640720,PRCP,0.6
AU000005901,18640720,TMAX,20.3
AU000005901,18640720,TMIN,15.3
GM000004204,18640720,TMAX,19.5
GM000004204,18640720,TMIN,13.0
GM000004204,18640720,PRCP,0.1
UK000047811,18640720,TMAX,21.8
UK000047811,18640720,TMIN,14.0
UK000047811,18640720,PRCP,0.0
HR000142360,18640720,PRCP,0.0
GM000010962,18640720,PRCP,11.1
ASN00084016,18640720,PRCP,6.1
ITE00100553,18640720,PRCP,0.0
ITE00100552,18640720,PRCP,0.0
ITE00105250,18640720,PRCP,0.0
ASN00090015,18640720,TMAX,13.3
ASN00090015,18640720,TMIN,8.3
UK000056225,18640720,TMAX,24.6
UK000056225,18640720,TMIN,11.4
UK000056225,18640720,PRCP,0.0
ASN00026026,18640720,PRCP,0.0
ASN00089049,18640720,PRCP,2.8
SZ000006717,18640720,TMAX,9.3
SZ000006717,18640720,TMIN,3.3
ITE00100550,18640721,TMAX,32.5
ITE00100550,18640721,TMIN,20.0
ITE00100550,18640721,PRCP,0.0
USC00064757,18640721,PRCP,0.0
SF000208660,18640721,PRCP,0.0
ASN00089000,18640721,PRCP,0.0
SWE00100003,18640721,PRCP,0.0
ASN00086071,18640721,TMAX,15.0
ASN00086071,18640721,TMIN,8.0
ASN00086071,18640721,PRCP,0.3
USP00CA0003,18640721,PRCP,0.0
USC00189674,18640721,PRCP,0.0
CA006158350,18640721,TMAX,20.6
CA006158350,18640721,TMIN,11.7
CA006158350,18640721,PRCP,0.0
CA006158350,18640721,SNOW,0.0
HRE00105189,18640721,PRCP,8.7
ASN00067054,18640721,PRCP,0.0
ASN00081003,18640721,PRCP,0.0
ASN00078037,18640721,PRCP,0.0
ASN00070037,18640721,PRCP,0.0
EIE00101859,18640721,TMAX,22.2
EIE00101859,18640721,TMIN,10.6
EIE00101859,18640721,PRCP,1.5
ASN00040214,18640721,PRCP,0.0
BE000006447,18640721,TMAX,25.6
BE000006447,18640721,TMIN,13.0
AGE00135039,18640721,TMAX,27.5
AGE00135039,18640721,TMIN,25.0
AGE00135039,18640721,PRCP,0.0
USC00047738,18640721,PRCP,0.0
ASN00026020,18640721,PRCP,0.0
NLM00006235,18640721,PRCP,0.4
GME00125218,18640721,TMAX,20.0
GME00125218,18640721,TMIN,13.5
GME00125218,18640721,PRCP,0.0
GME00125218,18640721,SNWD,0.0
NLE00100499,18640721,PRCP,0.0
EZE00100082,18640721,TMAX,21.0
EZE00100082,18640721,TMIN,15.2
EZE00100082,18640721,PRCP,0.0
ITE00100554,18640721,TMAX,32.0
ITE00100554,18640721,TMIN,18.9
ITE00100554,18640721,PRCP,0.0
USC00361920,18640721,PRCP,0.0
ASN00056002,18640721,PRCP,0.0
ASN00066062,18640721,TMAX,15.3
ASN00066062,18640721,TMIN,7.4
ASN00066062,18640721,PRCP,0.0
ASN00023000,18640721,PRCP,1.3
ASN00072001,18640721,PRCP,0.0
SW000010537,18640721,PRCP,0.0
AU000005901,18640721,TMAX,22.1
AU000005901,18640721,TMIN,15.4
GM000004204,18640721,TMAX,19.4
GM000004204,18640721,TMIN,13.8
GM000004204,18640721,PRCP,0.0
UK000047811,18640721,TMAX,19.4
UK000047811,18640721,TMIN,12.5
UK000047811,18640721,PRCP,0.6
HR000142360,18640721,PRCP,0.0
ASN00084016,18640721,PRCP,0.0
ITE00100553,18640721,PRCP,0.0
ITE00100552,18640721,PRCP,0.0
ITE00105250,18640721,PRCP,0.0
ASN00090015,18640721,TMIN,7.8
UK000056225,18640721,TMAX,20.1
UK000056225,18640721,TMIN,12.1
UK000056225,18640721,PRCP,3.0
ASN00026026,18640721,PRCP,0.0
ASN00089049,18640721,PRCP,0.3
SZ000006717,18640721,TMAX,12.3
SZ000006717,18640721,TMIN,7.0
ITE00100550,18640722,TMAX,32.1
ITE00100550,18640722,TMIN,19.8
ITE00100550,18640722,PRCP,0.5
USC00064757,18640722,PRCP,0.0
SF000208660,18640722,PRCP,0.0
ASN00089000,18640722,PRCP,5.8
SWE00100003,18640722,PRCP,0.0
ASN00086071,18640722,TMAX,16.1
ASN00086071,18640722,TMIN,5.6
ASN00086071,18640722,PRCP,0.0
USP00CA0003,18640722,PRCP,0.0
USC00189674,18640722,PRCP,0.0
CA006158350,18640722,TMAX,23.9
CA006158350,18640722,TMIN,10.0
CA006158350,18640722,PRCP,0.0
CA006158350,18640722,SNOW,0.0
HRE00105189,18640722,PRCP,0.0
ASN00067054,18640722,PRCP,0.0
ASN00081003,18640722,PRCP,0.0
ASN00078037,18640722,PRCP,0.0
ASN00070037,18640722,PRCP,0.3
EIE00101859,18640722,TMAX,22.8
EIE00101859,18640722,TMIN,10.0
EIE00101859,18640722,PRCP,4.6
ASN00040214,18640722,PRCP,0.0
BE000006447,18640722,TMAX,23.4
BE000006447,18640722,TMIN,14.0
AGE00135039,18640722,TMAX,27.0
AGE00135039,18640722,TMIN,23.0
AGE00135039,18640722,PRCP,0.0
USC00047738,18640722,PRCP,0.0
USC00047738,18640722,WT03,0.1
ASN00026020,18640722,PRCP,0.0
NLM00006235,18640722,PRCP,0.0
GME00125218,18640722,TMAX,25.1
GME00125218,18640722,TMIN,13.4
GME00125218,18640722,PRCP,13.4
GME00125218,18640722,SNWD,0.0
NLE00100499,18640722,PRCP,0.0
EZE00100082,18640722,TMAX,26.6
EZE00100082,18640722,TMIN,13.3
EZE00100082,18640722,PRCP,0.1
ITE00100554,18640722,TMAX,30.8
ITE00100554,18640722,TMIN,18.1
ITE00100554,18640722,PRCP,0.0
USC00361920,18640722,PRCP,0.0
ASN00056002,18640722,PRCP,0.0
ASN00066062,18640722,TMAX,15.6
ASN00066062,18640722,TMIN,9.7
ASN00066062,18640722,PRCP,0.0
ASN00023000,18640722,PRCP,1.0
ASN00072001,18640722,PRCP,0.0
SW000010537,18640722,PRCP,0.0
AU000005901,18640722,TMAX,20.8
AU000005901,18640722,TMIN,16.9
GM000004204,18640722,TMAX,24.0
GM000004204,18640722,TMIN,10.4
GM000004204,18640722,PRCP,0.1
UK000047811,18640722,TMAX,18.9
UK000047811,18640722,TMIN,10.2
UK000047811,18640722,PRCP,8.9
HR000142360,18640722,PRCP,9.5
GM000010962,18640722,PRCP,13.0
ASN00084016,18640722,PRCP,8.9
ITE00100553,18640722,PRCP,0.0
ITE00100552,18640722,PRCP,0.0
ITE00105250,18640722,PRCP,0.0
ASN00090015,18640722,TMAX,13.9
ASN00090015,18640722,TMIN,9.4
UK000056225,18640722,TMAX,23.6
UK000056225,18640722,TMIN,12.0
UK000056225,18640722,PRCP,0.0
ASN00026026,18640722,PRCP,1.5
ASN00089049,18640722,PRCP,0.0
SZ000006717,18640722,TMAX,8.8
SZ000006717,18640722,TMIN,5.5
ITE00100550,18640723,TMAX,31.8
ITE00100550,18640723,TMIN,18.5
ITE00100550,18640723,PRCP,1.0
USC00064757,18640723,PRCP,0.0
SF000208660,18640723,PRCP,0.0
ASN00089000,18640723,PRCP,0.0
SWE00100003,18640723,PRCP,0.0
ASN00086071,18640723,TMAX,16.2
ASN00086071,18640723,TMIN,7.7
ASN00086071,18640723,PRCP,0.0
USP00CA0003,18640723,PRCP,0.0
USC00189674,18640723,PRCP,0.0
CA006158350,18640723,TMAX,27.8
CA006158350,18640723,TMIN,10.6
CA006158350,18640723,PRCP,0.0
CA006158350,18640723,SNOW,0.0
HRE00105189,18640723,PRCP,0.0
ASN00067054,18640723,PRCP,0.0
ASN00081003,18640723,PRCP,2.0
ASN00078037,18640723,PRCP,0.0
ASN00070037,18640723,PRCP,0.0
EIE00101859,18640723,TMAX,21.1
EIE00101859,18640723,TMIN,9.4
EIE00101859,18640723,PRCP,0.0
ASN00040214,18640723,PRCP,0.0
BE000006447,18640723,TMAX,24.1
BE000006447,18640723,TMIN,14.5
AGE00135039,18640723,TMAX,27.5
AGE00135039,18640723,TMIN,23.5
AGE00135039,18640723,PRCP,0.0
USC00047738,18640723,PRCP,5.3
USC00047738,18640723,WT03,0.1
ASN00026020,18640723,PRCP,7.4
NLM00006235,18640723,PRCP,0.0
GME00125218,18640723,TMAX,21.8
GME00125218,18640723,TMIN,15.6
GME00125218,18640723,PRCP,0.0
GME00125218,18640723,SNWD,0.0
NLE00100499,18640723,PRCP,0.0
EZE00100082,18640723,TMAX,22.8
EZE00100082,18640723,TMIN,16.8
EZE00100082,18640723,PRCP,0.0
ITE00100554,18640723,TMAX,32.5
ITE00100554,18640723,TMIN,21.2
ITE00100554,18640723,PRCP,0.0
USC00361920,18640723,PRCP,0.0
ASN00056002,18640723,PRCP,0.0
ASN00066062,18640723,TMAX,17.6
ASN00066062,18640723,TMIN,7.7
ASN00066062,18640723,PRCP,0.0
ASN00023000,18640723,PRCP,0.0
ASN00072001,18640723,PRCP,2.3
SW000010537,18640723,PRCP,0.2
AU000005901,18640723,TMAX,21.0
AU000005901,18640723,TMIN,15.3
GM000004204,18640723,TMAX,21.4
GM000004204,18640723,TMIN,14.3
GM000004204,18640723,PRCP,5.2
UK000047811,18640723,TMAX,18.7
UK000047811,18640723,TMIN,9.4
UK000047811,18640723,PRCP,0.0
HR000142360,18640723,PRCP,14.6
ASN00084016,18640723,PRCP,0.0
ITE00100553,18640723,PRCP,0.0
ITE00100552,18640723,PRCP,0.0
ITE00105250,18640723,PRCP,0.0
ASN00090015,18640723,TMAX,13.9
ASN00090015,18640723,TMIN,9.4
UK000056225,18640723,TMAX,24.5
UK000056225,18640723,TMIN,9.3
UK000056225,18640723,PRCP,0.0
ASN00026026,18640723,PRCP,4.6
ASN00089049,18640723,PRCP,0.5
SZ000006717,18640723,TMAX,8.8
SZ000006717,18640723,TMIN,4.0
ITE00100550,18640724,TMAX,28.5
ITE00100550,18640724,TMIN,20.0
ITE00100550,18640724,PRCP,0.0
USC00064757,18640724,PRCP,0.0
SF000208660,18640724,PRCP,0.0
ASN00089000,18640724,PRCP,5.6
SWE00100003,18640724,PRCP,0.0
ASN00086071,18640724,TMAX,15.7
ASN00086071,18640724,TMIN,8.0
ASN00086071,18640724,PRCP,0.0
USP00CA0003,18640724,PRCP,0.0
USC00189674,18640724,PRCP,0.0
CA006158350,18640724,TMAX,25.6
CA006158350,18640724,TMIN,13.9
CA006158350,18640724,PRCP,0.0
CA006158350,18640724,SNOW,0.0
HRE00105189,18640724,PRCP,0.0
ASN00067054,18640724,PRCP,0.0
ASN00081003,18640724,PRCP,0.0
ASN00078037,18640724,PRCP,1.5
ASN00070037,18640724,PRCP,0.0
EIE00101859,18640724,TMAX,20.6
EIE00101859,18640724,TMIN,10.0
EIE00101859,18640724,PRCP,3.6
ASN00040214,18640724,PRCP,0.0
BE000006447,18640724,TMAX,21.5
BE000006447,18640724,TMIN,13.3
AGE00135039,18640724,PRCP,0.0
USC00047738,18640724,PRCP,0.0
ASN00026020,18640724,PRCP,11.9
NLM00006235,18640724,PRCP,4.6
GME00125218,18640724,TMAX,23.8
GME00125218,18640724,TMIN,16.3
GME00125218,18640724,PRCP,0.0
GME00125218,18640724,SNWD,0.0
NLE00100499,18640724,PRCP,0.0
EZE00100082,18640724,TMAX,23.4
EZE00100082,18640724,TMIN,16.2
EZE00100082,18640724,PRCP,0.0
ITE00100554,18640724,TMAX,31.2
ITE00100554,18640724,TMIN,19.9
ITE00100554,18640724,PRCP,0.0
USC00361920,18640724,PRCP,0.0
ASN00056002,18640724,PRCP,0.0
ASN00066062,18640724,TMAX,17.7
ASN00066062,18640724,TMIN,6.4
ASN00066062,18640724,PRCP,0.0
ASN00023000,18640724,PRCP,0.0
ASN00072001,18640724,PRCP,0.0
SW000010537,18640724,PRCP,0.0
AU000005901,18640724,TMAX,25.6
AU000005901,18640724,TMIN,15.8
GM000004204,18640724,TMAX,23.6
GM000004204,18640724,TMIN,15.9
GM000004204,18640724,PRCP,0.0
UK000047811,18640724,TMAX,17.9
UK000047811,18640724,TMIN,10.9
UK000047811,18640724,PRCP,0.0
HR000142360,18640724,PRCP,0.0
GM000010962,18640724,PRCP,16.5
ASN00084016,18640724,PRCP,0.0
ITE00100553,18640724,PRCP,0.0
ITE00100552,18640724,PRCP,0.0
ITE00105250,18640724,PRCP,0.0
ASN00090015,18640724,TMAX,15.0
ASN00090015,18640724,TMIN,10.6
UK000056225,18640724,TMAX,22.3
UK000056225,18640724,TMIN,13.6
UK000056225,18640724,PRCP,0.0
ASN00026026,18640724,PRCP,13.7
ASN00089049,18640724,PRCP,0.0
SZ000006717,18640724,TMAX,15.0
SZ000006717,18640724,TMIN,7.3
ITE00100550,18640725,TMAX,29.1
ITE00100550,18640725,TMIN,17.8
ITE00100550,18640725,PRCP,0.0
USC00064757,18640725,PRCP,0.0
SF000208660,18640725,PRCP,0.1
ASN00089000,18640725,PRCP,10.2
SWE00100003,18640725,PRCP,0.0
ASN00086071,18640725,TMAX,13.7
ASN00086071,18640725,TMIN,8.9
ASN00086071,18640725,PRCP,1.0
USP00CA0003,18640725,PRCP,0.0
USC00189674,18640725,PRCP,15.7
CA006158350,18640725,TMAX,22.8
CA006158350,18640725,TMIN,16.1
CA006158350,18640725,PRCP,8.4
CA006158350,18640725,SNOW,0.0
HRE00105189,18640725,PRCP,2.4
ASN00067054,18640725,PRCP,0.0
ASN00081003,18640725,PRCP,4.3
ASN00078037,18640725,PRCP,1.5
ASN00070037,18640725,PRCP,0.0
EIE00101859,18640725,TMAX,20.0
EIE00101859,18640725,TMIN,10.6
EIE00101859,18640725,PRCP,1.0
ASN00040214,18640725,PRCP,0.0
BE000006447,18640725,TMAX,20.5
BE000006447,18640725,TMIN,14.9
AGE00135039,18640725,TMAX,27.0
AGE00135039,18640725,TMIN,25.0
AGE00135039,18640725,PRCP,0.0
USC00047738,18640725,PRCP,0.0
ASN00026020,18640725,PRCP,12.2
NLM00006235,18640725,PRCP,1.7
GME00125218,18640725,TMAX,26.3
GME00125218,18640725,TMIN,17.5
GME00125218,18640725,PRCP,7.0
GME00125218,18640725,SNWD,0.0
NLE00100499,18640725,PRCP,6.8
EZE00100082,18640725,TMAX,27.2
EZE00100082,18640725,TMIN,18.3
EZE00100082,18640725,PRCP,0.0
ITE00100554,18640725,TMAX,31.1
ITE00100554,18640725,TMIN,23.2
ITE00100554,18640725,PRCP,0.0
USC00361920,18640725,PRCP,25.4
ASN00056002,18640725,PRCP,0.0
ASN00066062,18640725,TMAX,18.3
ASN00066062,18640725,TMIN,8.4
ASN00066062,18640725,PRCP,0.0
ASN00023000,18640725,PRCP,7.6
ASN00072001,18640725,PRCP,2.5
SW000010537,18640725,PRCP,0.0
AU000005901,18640725,TMAX,26.3
AU000005901,18640725,TMIN,17.5
GM000004204,18640725,TMAX,25.9
GM000004204,18640725,TMIN,16.9
GM000004204,18640725,PRCP,0.0
UK000047811,18640725,TMAX,18.1
UK000047811,18640725,TMIN,10.4
UK000047811,18640725,PRCP,0.0
HR000142360,18640725,PRCP,0.0
ASN00084016,18640725,PRCP,0.0
ITE00100553,18640725,PRCP,0.0
ITE00100552,18640725,PRCP,0.3
ITE00105250,18640725,PRCP,0.0
ASN00090015,18640725,TMAX,13.9
ASN00090015,18640725,TMIN,7.2
UK000056225,18640725,TMAX,23.2
UK000056225,18640725,TMIN,12.7
UK000056225,18640725,PRCP,1.8
ASN00026026,18640725,PRCP,13.5
ASN00089049,18640725,PRCP,3.8
SZ000006717,18640725,TMAX,14.1
SZ000006717,18640725,TMIN,8.6
ITE00100550,18640726,TMAX,28.8
ITE00100550,18640726,TMIN,19.1
ITE00100550,18640726,PRCP,0.0
USC00064757,18640726,PRCP,17.8
SF000208660,18640726,PRCP,0.0
ASN00089000,18640726,PRCP,0.8
SWE00100003,18640726,PRCP,14.1
ASN00086071,18640726,TMAX,12.3
ASN00086071,18640726,TMIN,6.1
ASN00086071,18640726,PRCP,1.5
USP00CA0003,18640726,PRCP,0.0
USC00189674,18640726,PRCP,0.0
CA006158350,18640726,TMAX,26.1
CA006158350,18640726,TMIN,16.7
CA006158350,18640726,PRCP,5.6
CA006158350,18640726,SNOW,0.0
HRE00105189,18640726,PRCP,0.0
ASN00067054,18640726,PRCP,0.0
ASN00081003,18640726,PRCP,0.5
ASN00078037,18640726,PRCP,2.8
ASN00070037,18640726,PRCP,7.1
EIE00101859,18640726,TMAX,20.6
EIE00101859,18640726,TMIN,9.4
EIE00101859,18640726,PRCP,0.0
ASN00040214,18640726,PRCP,0.0
BE000006447,18640726,TMAX,22.5
BE000006447,18640726,TMIN,13.6
AGE00135039,18640726,TMAX,34.0
AGE00135039,18640726,TMIN,22.5
AGE00135039,18640726,PRCP,0.0
USC00047738,18640726,PRCP,0.0
ASN00026020,18640726,PRCP,11.7
NLM00006235,18640726,PRCP,0.0
GME00125218,18640726,TMAX,19.8
GME00125218,18640726,TMIN,16.8
GME00125218,18640726,PRCP,0.0
GME00125218,18640726,SNWD,0.0
NLE00100499,18640726,PRCP,0.0
EZE00100082,18640726,TMAX,22.7
EZE00100082,18640726,TMIN,16.8
EZE00100082,18640726,PRCP,13.4
ITE00100554,18640726,TMAX,30.7
ITE00100554,18640726,TMIN,19.5
ITE00100554,18640726,PRCP,0.0
USC00361920,18640726,PRCP,0.0
ASN00056002,18640726,PRCP,0.0
ASN00066062,18640726,TMAX,16.8
ASN00066062,18640726,TMIN,5.8
ASN00066062,18640726,PRCP,0.0
ASN00023000,18640726,PRCP,8.1
ASN00072001,18640726,PRCP,9.7
SW000010537,18640726,PRCP,10.5
AU000005901,18640726,TMAX,27.3
AU000005901,18640726,TMIN,16.5
GM000004204,18640726,TMAX,21.3
GM000004204,18640726,TMIN,14.1
GM000004204,18640726,PRCP,22.0
UK000047811,18640726,TMAX,17.4
UK000047811,18640726,TMIN,10.4
UK000047811,18640726,PRCP,0.0
HR000142360,18640726,PRCP,2.4
GM000010962,18640726,PRCP,8.2
ASN00084016,18640726,PRCP,0.0
ITE00100553,18640726,PRCP,0.0
ITE00100552,18640726,PRCP,0.0
ITE00105250,18640726,PRCP,0.0
ASN00090015,18640726,TMAX,14.4
ASN00090015,18640726,TMIN,5.6
UK000056225,18640726,TMAX,24.5
